"STAT.","SCAN TIME","CLUSTER","NAMESPACE","WORKLOAD","CONTAINER NAME","REGISTRY","IMAGE TAG","RELEVANT","CRITICAL","HIGH","MEDIUM","LOW","NEGLIGIBLE","UNKNOWN"
"Success","Jan 3, 2024, 11:44:03 PM","vdb-core-digital-k8s-prod","airbyte","pod-destination-snowflake-write-8726-0-knimr","call-heartbeat-server","docker.io","docker.io/curlimages/curl:7.83.1",31,4,14,18,0,0,0
"Success","Jan 3, 2024, 10:53:23 PM","vdb-core-digital-k8s-prod","airbyte","pod-source-postgres-read-8725-0-ntxmv","call-heartbeat-server","docker.io","docker.io/curlimages/curl:7.83.1",31,4,14,18,0,0,0
"Success","Jan 4, 2024, 4:23:21 PM","vdb-core-digital-k8s-prod","salesforce-middleware","statefulset-salesforce-middleware-postgres","pgbouncer","quay.io","quay.io/ongres/pgbouncer:v1.21.0-build-6.29",30,3,0,27,63,0,2
"Success","Jan 4, 2024, 4:22:57 PM","vdb-core-digital-k8s-prod","trading-cbp-manager","statefulset-trading-cbp-manager-postgres","pgbouncer","quay.io","quay.io/ongres/pgbouncer:v1.21.0-build-6.29",30,3,0,27,63,0,2
"Success","Jan 4, 2024, 4:22:52 PM","vdb-core-digital-k8s-prod","central-asset-store","statefulset-central-asset-store-postgres","pgbouncer","quay.io","quay.io/ongres/pgbouncer:v1.21.0-build-6.29",30,3,0,27,63,0,2
"Success","Jan 4, 2024, 4:23:26 PM","vdb-core-digital-k8s-prod","public-api-vpp","statefulset-public-api-vpp-postgres","pgbouncer","quay.io","quay.io/ongres/pgbouncer:v1.21.0-build-6.29",30,3,0,27,63,0,2
"Success","Jan 4, 2024, 4:23:07 PM","vdb-core-digital-k8s-prod","trading-cbp-message-store","statefulset-trading-cbp-message-store-postgres","pgbouncer","quay.io","quay.io/ongres/pgbouncer:v1.21.0-build-6.29",30,3,0,27,63,0,2
"Success","Jan 4, 2024, 4:23:11 PM","vdb-core-digital-k8s-prod","curtailment-volumes-api","statefulset-curtailment-volumes-api-postgres","pgbouncer","quay.io","quay.io/ongres/pgbouncer:v1.21.0-build-6.29",30,3,0,27,63,0,2
"Success","Jan 4, 2024, 4:23:16 PM","vdb-core-digital-k8s-prod","trade-store-api","statefulset-trade-store-api-postgres","pgbouncer","quay.io","quay.io/ongres/pgbouncer:v1.21.0-build-6.29",30,3,0,27,63,0,2
"Success","Jan 4, 2024, 4:23:02 PM","vdb-core-digital-k8s-prod","p4-data-processing","statefulset-p4-data-processing-postgres","pgbouncer","quay.io","quay.io/ongres/pgbouncer:v1.21.0-build-6.29",30,3,0,27,63,0,2
"Success","Jan 4, 2024, 4:22:43 PM","vdb-core-digital-k8s-prod","lightdash","statefulset-lightdash-postgres","pgbouncer","quay.io","quay.io/ongres/pgbouncer:v1.21.0-build-6.29",30,3,0,27,63,0,2
"Success","Jan 4, 2024, 4:22:34 PM","vdb-core-digital-k8s-prod","poolagent","statefulset-poolagent-postgres","pgbouncer","quay.io","quay.io/ongres/pgbouncer:v1.21.0-build-6.29",30,3,0,27,63,0,2
"Success","Jan 4, 2024, 4:22:03 PM","vdb-core-digital-k8s-prod","calculate-position-data","statefulset-calculate-position-data-postgres","pgbouncer","quay.io","quay.io/ongres/pgbouncer:v1.21.0-build-6.29",30,3,0,27,63,0,2
"Success","Jan 4, 2024, 4:21:30 PM","vdb-core-digital-k8s-prod","dagster","statefulset-dagster-postgres","pgbouncer","quay.io","quay.io/ongres/pgbouncer:v1.21.0-build-6.29",30,3,0,27,63,0,2
"Success","Jan 4, 2024, 4:21:58 PM","vdb-core-digital-k8s-prod","charge-session-agent","statefulset-charge-session-agent-postgres","pgbouncer","quay.io","quay.io/ongres/pgbouncer:v1.21.0-build-6.29",30,3,0,27,63,0,2
"Success","Jan 4, 2024, 4:22:11 PM","vdb-core-digital-k8s-prod","energy-asset-volumes","statefulset-energy-asset-volumes-postgres","pgbouncer","quay.io","quay.io/ongres/pgbouncer:v1.21.0-build-6.29",30,3,0,27,63,0,2
"Success","Jan 4, 2024, 4:22:23 PM","vdb-core-digital-k8s-prod","curtailment-fleet","statefulset-curtailment-fleet-postgres","pgbouncer","quay.io","quay.io/ongres/pgbouncer:v1.21.0-build-6.29",30,3,0,27,63,0,2
"Success","Jan 4, 2024, 4:22:19 PM","vdb-core-digital-k8s-prod","curtailment-audit","statefulset-curtailment-audit-postgres","pgbouncer","quay.io","quay.io/ongres/pgbouncer:v1.21.0-build-6.29",30,3,0,27,63,0,2
"Success","Jan 4, 2024, 4:22:28 PM","vdb-core-digital-k8s-prod","tennet-imbalance-prices","statefulset-tennet-imbalance-prices-postgres","pgbouncer","quay.io","quay.io/ongres/pgbouncer:v1.21.0-build-6.29",30,3,0,27,63,0,2
"Success","Jan 4, 2024, 4:22:15 PM","vdb-core-digital-k8s-prod","vdb-services","statefulset-energyconsumers-postgres","pgbouncer","quay.io","quay.io/ongres/pgbouncer:v1.21.0-build-6.29",30,3,0,27,63,0,2
"Success","Jan 4, 2024, 4:22:36 PM","vdb-core-digital-k8s-prod","producers","statefulset-producers-postgres","pgbouncer","quay.io","quay.io/ongres/pgbouncer:v1.21.0-build-6.29",30,3,0,27,63,0,2
"Success","Jan 4, 2024, 4:21:31 PM","vdb-core-digital-k8s-prod","production-correction","statefulset-production-correction-postgres","pgbouncer","quay.io","quay.io/ongres/pgbouncer:v1.21.0-build-6.29",30,3,0,27,63,0,2
"Success","Jan 4, 2024, 4:21:25 PM","vdb-core-digital-k8s-prod","eprogram-timeseries-service","statefulset-eprogram-timeseries-service-postgres","pgbouncer","quay.io","quay.io/ongres/pgbouncer:v1.21.0-build-6.29",30,3,0,27,63,0,2
"Success","Jan 4, 2024, 4:21:43 PM","vdb-core-digital-k8s-prod","curtailment-billing","statefulset-curtailment-billing-postgres","pgbouncer","quay.io","quay.io/ongres/pgbouncer:v1.21.0-build-6.29",30,3,0,27,63,0,2
"Success","Jan 4, 2024, 4:21:48 PM","vdb-core-digital-k8s-prod","telemetry-allocation-api","statefulset-telemetry-allocation-api-postgres","pgbouncer","quay.io","quay.io/ongres/pgbouncer:v1.21.0-build-6.29",30,3,0,27,63,0,2
"Success","Jan 4, 2024, 4:21:53 PM","vdb-core-digital-k8s-prod","ocpp-communication","statefulset-ocpp-communication-postgres","pgbouncer","quay.io","quay.io/ongres/pgbouncer:v1.21.0-build-6.29",30,3,0,27,63,0,2
"Success","Jan 4, 2024, 4:21:39 PM","vdb-core-digital-k8s-prod","flex-optimizer","statefulset-flex-optimizer-postgres","pgbouncer","quay.io","quay.io/ongres/pgbouncer:v1.21.0-build-6.29",30,3,0,27,63,0,2
"Success","Jan 4, 2024, 4:09:16 PM","vdb-core-digital-k8s-prod","bucketing-service","statefulset-bucketing-service-postgres","pgbouncer","quay.io","quay.io/ongres/pgbouncer:v1.21.0-build-6.29",30,3,0,27,63,0,2
"Success","Jan 4, 2024, 3:56:45 PM","vdb-core-digital-k8s-prod","asset-reservations","statefulset-asset-reservations-postgres","pgbouncer","quay.io","quay.io/ongres/pgbouncer:v1.21.0-build-6.29",30,3,0,27,63,0,2
"Success","Jan 4, 2024, 3:31:58 PM","vdb-core-digital-k8s-prod","battery-agent","statefulset-battery-agent-postgres","pgbouncer","quay.io","quay.io/ongres/pgbouncer:v1.21.0-build-6.29",30,3,0,27,63,0,2
"Success","Jan 4, 2024, 3:32:02 PM","vdb-core-digital-k8s-prod","batterypack","statefulset-batterypack-postgres","pgbouncer","quay.io","quay.io/ongres/pgbouncer:v1.21.0-build-6.29",30,3,0,27,63,0,2
"Success","Jan 4, 2024, 1:28:38 PM","vdb-core-digital-k8s-prod","airbyte","statefulset-airbyte-postgres","pgbouncer","quay.io","quay.io/ongres/pgbouncer:v1.21.0-build-6.29",30,3,0,27,63,0,2
"Success","Jan 4, 2024, 8:40:36 AM","vdb-core-digital-k8s-prod","weather-data","statefulset-weather-data-postgres","pgbouncer","quay.io","quay.io/ongres/pgbouncer:v1.21.0-build-6.29",30,3,0,27,63,0,2
"Success","Jan 4, 2024, 8:45:53 AM","vdb-core-digital-k8s-prod","ellert-p4-postgres","statefulset-ellert-p4-postgres-postgres","pgbouncer","quay.io","quay.io/ongres/pgbouncer:v1.21.0-build-6.29",30,3,0,27,63,0,2
"Success","Jan 4, 2024, 8:45:48 AM","vdb-core-digital-k8s-prod","p4-data-processing","statefulset-p4-legacy-postgres","pgbouncer","quay.io","quay.io/ongres/pgbouncer:v1.21.0-build-6.29",30,3,0,27,63,0,2
"Success","Jan 4, 2024, 8:38:25 AM","vdb-core-digital-k8s-prod","asset-compliance","statefulset-asset-compliance-postgres","pgbouncer","quay.io","quay.io/ongres/pgbouncer:v1.21.0-build-6.29",30,3,0,27,63,0,2
"Success","Jan 4, 2024, 4:22:58 PM","vdb-core-digital-k8s-prod","trading-cbp-manager","statefulset-trading-cbp-manager-postgres","prometheus-postgres-exporter","quay.io","quay.io/ongres/prometheus-postgres-exporter:v0.12.1-build-6.29",28,4,1,30,63,0,2
"Success","Jan 4, 2024, 4:23:22 PM","vdb-core-digital-k8s-prod","salesforce-middleware","statefulset-salesforce-middleware-postgres","prometheus-postgres-exporter","quay.io","quay.io/ongres/prometheus-postgres-exporter:v0.12.1-build-6.29",28,4,1,30,63,0,2
"Success","Jan 4, 2024, 4:22:53 PM","vdb-core-digital-k8s-prod","central-asset-store","statefulset-central-asset-store-postgres","prometheus-postgres-exporter","quay.io","quay.io/ongres/prometheus-postgres-exporter:v0.12.1-build-6.29",28,4,1,30,63,0,2
"Success","Jan 4, 2024, 4:23:07 PM","vdb-core-digital-k8s-prod","trading-cbp-message-store","statefulset-trading-cbp-message-store-postgres","prometheus-postgres-exporter","quay.io","quay.io/ongres/prometheus-postgres-exporter:v0.12.1-build-6.29",28,4,1,30,63,0,2
"Success","Jan 4, 2024, 4:23:27 PM","vdb-core-digital-k8s-prod","public-api-vpp","statefulset-public-api-vpp-postgres","prometheus-postgres-exporter","quay.io","quay.io/ongres/prometheus-postgres-exporter:v0.12.1-build-6.29",28,4,1,30,63,0,2
"Success","Jan 4, 2024, 4:23:12 PM","vdb-core-digital-k8s-prod","curtailment-volumes-api","statefulset-curtailment-volumes-api-postgres","prometheus-postgres-exporter","quay.io","quay.io/ongres/prometheus-postgres-exporter:v0.12.1-build-6.29",28,4,1,30,63,0,2
"Success","Jan 4, 2024, 4:23:17 PM","vdb-core-digital-k8s-prod","trade-store-api","statefulset-trade-store-api-postgres","prometheus-postgres-exporter","quay.io","quay.io/ongres/prometheus-postgres-exporter:v0.12.1-build-6.29",28,4,1,30,63,0,2
"Success","Jan 4, 2024, 4:22:15 PM","vdb-core-digital-k8s-prod","vdb-services","statefulset-energyconsumers-postgres","prometheus-postgres-exporter","quay.io","quay.io/ongres/prometheus-postgres-exporter:v0.12.1-build-6.29",28,4,1,30,63,0,2
"Success","Jan 4, 2024, 4:22:43 PM","vdb-core-digital-k8s-prod","lightdash","statefulset-lightdash-postgres","prometheus-postgres-exporter","quay.io","quay.io/ongres/prometheus-postgres-exporter:v0.12.1-build-6.29",28,4,1,30,63,0,2
"Success","Jan 4, 2024, 4:23:04 PM","vdb-core-digital-k8s-prod","p4-data-processing","statefulset-p4-data-processing-postgres","prometheus-postgres-exporter","quay.io","quay.io/ongres/prometheus-postgres-exporter:v0.12.1-build-6.29",28,4,1,30,63,0,2
"Success","Jan 4, 2024, 4:22:38 PM","vdb-core-digital-k8s-prod","producers","statefulset-producers-postgres","prometheus-postgres-exporter","quay.io","quay.io/ongres/prometheus-postgres-exporter:v0.12.1-build-6.29",28,4,1,30,63,0,2
"Success","Jan 4, 2024, 4:22:03 PM","vdb-core-digital-k8s-prod","calculate-position-data","statefulset-calculate-position-data-postgres","prometheus-postgres-exporter","quay.io","quay.io/ongres/prometheus-postgres-exporter:v0.12.1-build-6.29",28,4,1,30,63,0,2
"Success","Jan 4, 2024, 4:21:59 PM","vdb-core-digital-k8s-prod","charge-session-agent","statefulset-charge-session-agent-postgres","prometheus-postgres-exporter","quay.io","quay.io/ongres/prometheus-postgres-exporter:v0.12.1-build-6.29",28,4,1,30,63,0,2
"Success","Jan 4, 2024, 4:22:24 PM","vdb-core-digital-k8s-prod","curtailment-fleet","statefulset-curtailment-fleet-postgres","prometheus-postgres-exporter","quay.io","quay.io/ongres/prometheus-postgres-exporter:v0.12.1-build-6.29",28,4,1,30,63,0,2
"Success","Jan 4, 2024, 4:22:29 PM","vdb-core-digital-k8s-prod","tennet-imbalance-prices","statefulset-tennet-imbalance-prices-postgres","prometheus-postgres-exporter","quay.io","quay.io/ongres/prometheus-postgres-exporter:v0.12.1-build-6.29",28,4,1,30,63,0,2
"Success","Jan 4, 2024, 4:21:32 PM","vdb-core-digital-k8s-prod","dagster","statefulset-dagster-postgres","prometheus-postgres-exporter","quay.io","quay.io/ongres/prometheus-postgres-exporter:v0.12.1-build-6.29",28,4,1,30,63,0,2
"Success","Jan 4, 2024, 4:21:26 PM","vdb-core-digital-k8s-prod","eprogram-timeseries-service","statefulset-eprogram-timeseries-service-postgres","prometheus-postgres-exporter","quay.io","quay.io/ongres/prometheus-postgres-exporter:v0.12.1-build-6.29",28,4,1,30,63,0,2
"Success","Jan 4, 2024, 4:21:44 PM","vdb-core-digital-k8s-prod","curtailment-billing","statefulset-curtailment-billing-postgres","prometheus-postgres-exporter","quay.io","quay.io/ongres/prometheus-postgres-exporter:v0.12.1-build-6.29",28,4,1,30,63,0,2
"Success","Jan 4, 2024, 4:22:35 PM","vdb-core-digital-k8s-prod","poolagent","statefulset-poolagent-postgres","prometheus-postgres-exporter","quay.io","quay.io/ongres/prometheus-postgres-exporter:v0.12.1-build-6.29",28,4,1,30,63,0,2
"Success","Jan 4, 2024, 4:21:39 PM","vdb-core-digital-k8s-prod","flex-optimizer","statefulset-flex-optimizer-postgres","prometheus-postgres-exporter","quay.io","quay.io/ongres/prometheus-postgres-exporter:v0.12.1-build-6.29",28,4,1,30,63,0,2
"Success","Jan 4, 2024, 4:21:49 PM","vdb-core-digital-k8s-prod","telemetry-allocation-api","statefulset-telemetry-allocation-api-postgres","prometheus-postgres-exporter","quay.io","quay.io/ongres/prometheus-postgres-exporter:v0.12.1-build-6.29",28,4,1,30,63,0,2
"Success","Jan 4, 2024, 4:21:54 PM","vdb-core-digital-k8s-prod","ocpp-communication","statefulset-ocpp-communication-postgres","prometheus-postgres-exporter","quay.io","quay.io/ongres/prometheus-postgres-exporter:v0.12.1-build-6.29",28,4,1,30,63,0,2
"Success","Jan 4, 2024, 4:21:33 PM","vdb-core-digital-k8s-prod","production-correction","statefulset-production-correction-postgres","prometheus-postgres-exporter","quay.io","quay.io/ongres/prometheus-postgres-exporter:v0.12.1-build-6.29",28,4,1,30,63,0,2
"Success","Jan 4, 2024, 3:56:46 PM","vdb-core-digital-k8s-prod","asset-reservations","statefulset-asset-reservations-postgres","prometheus-postgres-exporter","quay.io","quay.io/ongres/prometheus-postgres-exporter:v0.12.1-build-6.29",28,4,1,30,63,0,2
"Success","Jan 4, 2024, 4:09:17 PM","vdb-core-digital-k8s-prod","bucketing-service","statefulset-bucketing-service-postgres","prometheus-postgres-exporter","quay.io","quay.io/ongres/prometheus-postgres-exporter:v0.12.1-build-6.29",28,4,1,30,63,0,2
"Success","Jan 4, 2024, 3:32:02 PM","vdb-core-digital-k8s-prod","batterypack","statefulset-batterypack-postgres","prometheus-postgres-exporter","quay.io","quay.io/ongres/prometheus-postgres-exporter:v0.12.1-build-6.29",28,4,1,30,63,0,2
"Success","Jan 4, 2024, 3:31:58 PM","vdb-core-digital-k8s-prod","battery-agent","statefulset-battery-agent-postgres","prometheus-postgres-exporter","quay.io","quay.io/ongres/prometheus-postgres-exporter:v0.12.1-build-6.29",28,4,1,30,63,0,2
"Success","Jan 4, 2024, 1:28:41 PM","vdb-core-digital-k8s-prod","airbyte","statefulset-airbyte-postgres","prometheus-postgres-exporter","quay.io","quay.io/ongres/prometheus-postgres-exporter:v0.12.1-build-6.29",28,4,1,30,63,0,2
"Success","Jan 4, 2024, 8:45:56 AM","vdb-core-digital-k8s-prod","dagster","deployment-ucd-pme-portfolio-management-etl","dagster-user-deployments","bigdataregistry.azurecr.io","bigdataregistry.azurecr.io/portfolio-management-etl:20231228-3316",28,6,19,26,3,0,0
"Success","Jan 4, 2024, 8:38:26 AM","vdb-core-digital-k8s-prod","asset-compliance","statefulset-asset-compliance-postgres","prometheus-postgres-exporter","quay.io","quay.io/ongres/prometheus-postgres-exporter:v0.12.1-build-6.29",28,4,1,30,63,0,2
"Success","Jan 4, 2024, 4:21:34 PM","vdb-core-digital-k8s-prod","dagster","statefulset-dagster-postgres","postgres-util","quay.io","quay.io/ongres/postgres-util:v15.5-build-6.29",24,5,15,56,289,0,5
"Success","Jan 4, 2024, 4:23:18 PM","vdb-core-digital-k8s-prod","trade-store-api","statefulset-trade-store-api-postgres","postgres-util","quay.io","quay.io/ongres/postgres-util:v15.5-build-6.29",24,5,15,56,289,0,5
"Success","Jan 4, 2024, 4:23:08 PM","vdb-core-digital-k8s-prod","trading-cbp-message-store","statefulset-trading-cbp-message-store-postgres","postgres-util","quay.io","quay.io/ongres/postgres-util:v15.5-build-6.29",24,5,15,56,289,0,5
"Success","Jan 4, 2024, 4:22:30 PM","vdb-core-digital-k8s-prod","tennet-imbalance-prices","statefulset-tennet-imbalance-prices-postgres","postgres-util","quay.io","quay.io/ongres/postgres-util:v15.5-build-6.29",24,5,15,56,289,0,5
"Success","Jan 4, 2024, 4:21:26 PM","vdb-core-digital-k8s-prod","eprogram-timeseries-service","statefulset-eprogram-timeseries-service-postgres","postgres-util","quay.io","quay.io/ongres/postgres-util:v15.5-build-6.29",24,5,15,56,289,0,5
"Success","Jan 4, 2024, 4:22:20 PM","vdb-core-digital-k8s-prod","curtailment-audit","statefulset-curtailment-audit-postgres","postgres-util","quay.io","quay.io/ongres/postgres-util:v15.5-build-6.29",24,5,15,56,289,0,5
"Success","Jan 4, 2024, 4:23:27 PM","vdb-core-digital-k8s-prod","public-api-vpp","statefulset-public-api-vpp-postgres","postgres-util","quay.io","quay.io/ongres/postgres-util:v15.5-build-6.29",24,5,15,56,289,0,5
"Success","Jan 4, 2024, 4:22:11 PM","vdb-core-digital-k8s-prod","energy-asset-volumes","statefulset-energy-asset-volumes-postgres","postgres-util","quay.io","quay.io/ongres/postgres-util:v15.5-build-6.29",24,5,15,56,289,0,5
"Success","Jan 4, 2024, 4:22:25 PM","vdb-core-digital-k8s-prod","curtailment-fleet","statefulset-curtailment-fleet-postgres","postgres-util","quay.io","quay.io/ongres/postgres-util:v15.5-build-6.29",24,5,15,56,289,0,5
"Success","Jan 4, 2024, 4:21:40 PM","vdb-core-digital-k8s-prod","flex-optimizer","statefulset-flex-optimizer-postgres","postgres-util","quay.io","quay.io/ongres/postgres-util:v15.5-build-6.29",24,5,15,56,289,0,5
"Success","Jan 4, 2024, 4:21:35 PM","vdb-core-digital-k8s-prod","production-correction","statefulset-production-correction-postgres","postgres-util","quay.io","quay.io/ongres/postgres-util:v15.5-build-6.29",24,5,15,56,289,0,5
"Success","Jan 4, 2024, 4:22:59 PM","vdb-core-digital-k8s-prod","trading-cbp-manager","statefulset-trading-cbp-manager-postgres","postgres-util","quay.io","quay.io/ongres/postgres-util:v15.5-build-6.29",24,5,15,56,289,0,5
"Success","Jan 4, 2024, 4:22:44 PM","vdb-core-digital-k8s-prod","lightdash","statefulset-lightdash-postgres","postgres-util","quay.io","quay.io/ongres/postgres-util:v15.5-build-6.29",24,5,15,56,289,0,5
"Success","Jan 4, 2024, 4:22:54 PM","vdb-core-digital-k8s-prod","central-asset-store","statefulset-central-asset-store-postgres","postgres-util","quay.io","quay.io/ongres/postgres-util:v15.5-build-6.29",24,5,15,56,289,0,5
"Success","Jan 4, 2024, 4:22:37 PM","vdb-core-digital-k8s-prod","poolagent","statefulset-poolagent-postgres","postgres-util","quay.io","quay.io/ongres/postgres-util:v15.5-build-6.29",24,5,15,56,289,0,5
"Success","Jan 4, 2024, 4:22:16 PM","vdb-core-digital-k8s-prod","vdb-services","statefulset-energyconsumers-postgres","postgres-util","quay.io","quay.io/ongres/postgres-util:v15.5-build-6.29",24,5,15,56,289,0,5
"Success","Jan 4, 2024, 4:23:23 PM","vdb-core-digital-k8s-prod","salesforce-middleware","statefulset-salesforce-middleware-postgres","postgres-util","quay.io","quay.io/ongres/postgres-util:v15.5-build-6.29",24,5,15,56,289,0,5
"Success","Jan 4, 2024, 4:23:13 PM","vdb-core-digital-k8s-prod","curtailment-volumes-api","statefulset-curtailment-volumes-api-postgres","postgres-util","quay.io","quay.io/ongres/postgres-util:v15.5-build-6.29",24,5,15,56,289,0,5
"Success","Jan 4, 2024, 4:21:50 PM","vdb-core-digital-k8s-prod","telemetry-allocation-api","statefulset-telemetry-allocation-api-postgres","postgres-util","quay.io","quay.io/ongres/postgres-util:v15.5-build-6.29",24,5,15,56,289,0,5
"Success","Jan 4, 2024, 4:22:04 PM","vdb-core-digital-k8s-prod","calculate-position-data","statefulset-calculate-position-data-postgres","postgres-util","quay.io","quay.io/ongres/postgres-util:v15.5-build-6.29",24,5,15,56,289,0,5
"Success","Jan 4, 2024, 4:21:59 PM","vdb-core-digital-k8s-prod","charge-session-agent","statefulset-charge-session-agent-postgres","postgres-util","quay.io","quay.io/ongres/postgres-util:v15.5-build-6.29",24,5,15,56,289,0,5
"Success","Jan 4, 2024, 4:21:55 PM","vdb-core-digital-k8s-prod","ocpp-communication","statefulset-ocpp-communication-postgres","postgres-util","quay.io","quay.io/ongres/postgres-util:v15.5-build-6.29",24,5,15,56,289,0,5
"Success","Jan 4, 2024, 4:22:39 PM","vdb-core-digital-k8s-prod","producers","statefulset-producers-postgres","postgres-util","quay.io","quay.io/ongres/postgres-util:v15.5-build-6.29",24,5,15,56,289,0,5
"Success","Jan 4, 2024, 4:09:18 PM","vdb-core-digital-k8s-prod","bucketing-service","statefulset-bucketing-service-postgres","postgres-util","quay.io","quay.io/ongres/postgres-util:v15.5-build-6.29",24,5,15,56,289,0,5
"Success","Jan 4, 2024, 4:10:27 PM","vdb-core-digital-k8s-prod","curtailment-billing","statefulset-curtailment-billing-postgres","postgres-util","quay.io","quay.io/ongres/postgres-util:v15.5-build-6.29",24,5,15,56,289,0,5
"Success","Jan 4, 2024, 4:09:13 PM","vdb-core-digital-k8s-prod","p4-data-processing","statefulset-p4-data-processing-postgres","postgres-util","quay.io","quay.io/ongres/postgres-util:v15.5-build-6.29",24,5,15,56,289,0,5
"Success","Jan 4, 2024, 3:56:47 PM","vdb-core-digital-k8s-prod","asset-reservations","statefulset-asset-reservations-postgres","postgres-util","quay.io","quay.io/ongres/postgres-util:v15.5-build-6.29",24,5,15,56,289,0,5
"Success","Jan 4, 2024, 3:32:03 PM","vdb-core-digital-k8s-prod","batterypack","statefulset-batterypack-postgres","postgres-util","quay.io","quay.io/ongres/postgres-util:v15.5-build-6.29",24,5,15,56,289,0,5
"Success","Jan 4, 2024, 3:32:00 PM","vdb-core-digital-k8s-prod","battery-agent","statefulset-battery-agent-postgres","postgres-util","quay.io","quay.io/ongres/postgres-util:v15.5-build-6.29",24,5,15,56,289,0,5
"Success","Jan 4, 2024, 1:28:42 PM","vdb-core-digital-k8s-prod","airbyte","statefulset-airbyte-postgres","postgres-util","quay.io","quay.io/ongres/postgres-util:v15.5-build-6.29",24,5,15,56,289,0,5
"Success","Jan 4, 2024, 8:40:37 AM","vdb-core-digital-k8s-prod","weather-data","statefulset-weather-data-postgres","postgres-util","quay.io","quay.io/ongres/postgres-util:v15.5-build-6.29",24,5,15,56,289,0,5
"Success","Jan 4, 2024, 8:45:54 AM","vdb-core-digital-k8s-prod","ellert-p4-postgres","statefulset-ellert-p4-postgres-postgres","postgres-util","quay.io","quay.io/ongres/postgres-util:v15.5-build-6.29",24,5,15,56,289,0,5
"Success","Jan 4, 2024, 8:38:27 AM","vdb-core-digital-k8s-prod","asset-compliance","statefulset-asset-compliance-postgres","postgres-util","quay.io","quay.io/ongres/postgres-util:v15.5-build-6.29",24,5,15,56,289,0,5
"Success","Jan 4, 2024, 8:40:59 AM","vdb-core-digital-k8s-prod","cassandra","pod-cqlsh--29792","cqlsh--29792","docker.io","docker.io/library/cassandra:3.11.16",23,1,28,45,16,4,0
"Success","Jan 4, 2024, 8:41:30 AM","vdb-core-digital-k8s-prod","cassandra","pod-cqlsh--7513","cqlsh--7513","docker.io","docker.io/library/cassandra:3.11.16",23,1,28,45,16,4,0
"Success","Jan 4, 2024, 8:41:49 AM","vdb-core-digital-k8s-prod","cassandra","pod-cqlsh--25802","cqlsh--25802","docker.io","docker.io/library/cassandra:3.11.16",23,1,28,45,16,4,0
"Success","Jan 4, 2024, 9:01:30 AM","vdb-core-digital-k8s-prod","jupyterhub","pod-jupyter-lorena-20yunes-20arriaga","notebook","docker.io","docker.io/vandebron/pyspark-notebook:a20231115",23,0,2,54,69,23,0
"Success","Jan 4, 2024, 3:59:27 PM","vdb-core-digital-k8s-prod","jupyterhub","pod-jupyter-camille-20mijs","notebook","docker.io","docker.io/vandebron/pyspark-notebook:a20231115",18,0,2,54,69,23,0
"Success","Jan 4, 2024, 8:45:04 AM","vdb-core-digital-k8s-prod","kube-system","deployment-coredns","coredns","docker.io","docker.io/rancher/mirrored-coredns-coredns:1.9.4",13,0,6,7,0,0,0
"Success","Jan 4, 2024, 8:40:58 AM","vdb-core-digital-k8s-prod","bucketing-service","deployment-bucketingservice","service","bigdataregistry.azurecr.io","bigdataregistry.azurecr.io/bucketingservice:20231205-12012",12,0,0,9,17,4,0
"Success","Jan 4, 2024, 8:41:43 AM","vdb-core-digital-k8s-prod","energy-asset-volumes","deployment-energyassetvolumes","energyassetvolumes","bigdataregistry.azurecr.io","bigdataregistry.azurecr.io/energyassetvolumes:20231110-11977",12,0,0,17,23,4,0
"Success","Jan 4, 2024, 8:42:53 AM","vdb-core-digital-k8s-prod","batterypack","deployment-pepactor","service","bigdataregistry.azurecr.io","bigdataregistry.azurecr.io/pepactor:20231204-12511",12,0,0,9,17,4,0
"Success","Jan 4, 2024, 8:46:24 AM","vdb-core-digital-k8s-prod","kube-system","daemonset-ebs-csi-node","liveness-probe","k8s.gcr.io","k8s.gcr.io/sig-storage/livenessprobe:v2.6.0",12,0,8,4,0,0,0
"Success","Jan 4, 2024, 8:45:04 AM","vdb-core-digital-k8s-prod","curtailment-fleet","deployment-curtailmentfleet","service","bigdataregistry.azurecr.io","bigdataregistry.azurecr.io/curtailmentfleet:20231215-12680",12,0,0,9,17,4,0
"Success","Jan 4, 2024, 8:38:29 AM","vdb-core-digital-k8s-prod","cattle-monitoring-system","statefulset-loki","loki","docker.io","docker.io/grafana/loki:2.8.0",12,0,8,21,1,0,0
"Success","Jan 4, 2024, 8:46:24 AM","vdb-core-digital-k8s-prod","kube-system","daemonset-ebs-csi-node","node-driver-registrar","k8s.gcr.io","k8s.gcr.io/sig-storage/csi-node-driver-registrar:v2.5.1",11,0,7,4,0,0,0
"Success","Jan 4, 2024, 8:43:00 AM","vdb-core-digital-k8s-prod","kubescape","deployment-kubescape","kubescape","quay.io","quay.io/kubescape/kubescape:v3.0.2-prerelease",9,0,3,5,1,0,0
"Success","Jan 4, 2024, 8:44:50 AM","vdb-core-digital-k8s-prod","dagster","deployment-ucd-etp-etp","dagster-user-deployments","bigdataregistry.azurecr.io","bigdataregistry.azurecr.io/etp:20231223-3315",9,6,23,24,6,0,0
"Success","Jan 4, 2024, 8:46:10 AM","vdb-core-digital-k8s-prod","kubescape","deployment-storage","apiserver","quay.io","quay.io/kubescape/storage:v0.0.39",8,0,3,5,0,0,0
